name	eng	chi	refined
ELN	The ELN gene provides instructions for making a protein called tropoelastin. Multiple copies of the tropoelastin protein attach to one another and are processed to form a mature protein called elastin. Elastin is the major component of elastic fibers, which are slender bundles of proteins that provide strength and flexibility to connective tissue (tissue that supports the body's joints and organs). Elastic fibers are found in the intricate lattice that forms in the spaces between cells (the extracellular matrix), where they give structural support to organs and tissues such as the heart, skin, lungs, ligaments, and blood vessels.<> <>	ELN基因提供了制造称为原弹性蛋白的蛋白质的说明。原弹性蛋白蛋白的多个拷贝相互连接并被加工形成称为弹性蛋白的成熟蛋白质。弹性蛋白是弹性纤维的主要成分，它是纤细的蛋白质束，为结缔组织（支撑身体关节和器官的组织）提供强度和柔韧性。弹性纤维存在于细胞间（细胞外基质）之间的空间中形成的复杂晶格中，在那里它们为器官和组织如心脏，皮肤，肺，韧带和血管提供结构支撑。<> <>	0
DTNA	From NCBI Gene:The protein encoded by this gene belongs to the dystrobrevin subfamily of the dystrophin family. This protein is a component of the dystrophin-associated protein complex (DPC), which consists of dystrophin and several integral and peripheral membrane proteins, including dystroglycans, sarcoglycans, syntrophins and alpha- and beta-dystrobrevin. The DPC localizes to the sarcolemma and its disruption is associated with various forms of muscular dystrophy. Mutations in this gene are associated with left ventricular noncompaction with congenital heart defects. Multiple alternatively spliced transcript variants encoding different isoforms have been identified for this gene. [provided by RefSeq, Jul 2008]From UniProt:May be involved in the formation and stability of synapses as well as being involved in the clustering of nicotinic acetylcholine receptors.<> <>	来自NCBI基因：由该基因编码的蛋白质属于肌养蛋白家族的dystrobrevin亚家族。这种蛋白质是肌营养不良蛋白相关蛋白复合物（DPC）的一个组成部分，由肌营养不良蛋白和几种整合膜和外周膜蛋白组成，包括dystroglycans，sarcoglycans，syntrophins和alpha-和beta- dystrobrevin。 DPC定位于肌膜，其破坏与各种形式的肌营养不良有关。该基因的突变与先天性心脏缺陷引起的左心室致密化有关。已经为这个基因鉴定了编码不同同种型的多个可变剪接转录物变体。 [由RefSeq提供，2008年7月]来自UniProt：可能参与突触的形成和稳定性以及参与烟碱乙酰胆碱受体的聚集。<> <>	0
DYRK1B	From NCBI Gene:This gene encodes a member of a family of nuclear-localized protein kinases. The encoded protein participates in the regulation of the cell cycle. Expression of this gene may be altered in tumor cells, and mutations in this gene were found to cause abdominal obesity-metabolic syndrome 3. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2014]From UniProt:Dual-specificity kinase which possesses both serine/threonine and tyrosine kinase activities. Enhances the transcriptional activity of TCF1/HNF1A and FOXO1. Inhibits epithelial cell migration. Mediates colon carcinoma cell survival in mitogen-poor environments. Inhibits the SHH and WNT1 pathways, thereby enhancing adipogenesis. In addition, promotes expression of the gluconeogenic enzyme glucose-6-phosphatase (G6PC).<> <>	来自NCBI基因：该基因编码核定位蛋白激酶家族的成员。编码的蛋白质参与细胞周期的调节。该基因的表达可能在肿瘤细胞中发生改变，并且发现该基因中的突变引起腹部肥胖 - 代谢综合征3.选择性剪接导致多种转录物变体。 [由RefSeq，2014年6月提供]来自UniProt：具有丝氨酸/苏氨酸和酪氨酸激酶活性的双特异性激酶。增强TCF1 / HNF1A和FOXO1的转录活性。抑制上皮细胞迁移。在有丝分裂原的环境中介导结肠癌细胞的存活。抑制SHH和WNT1途径，从而增强脂肪形成。此外，促进葡糖异生酶葡萄糖-6-磷酸酶（G6PC）的表达。<> <>	0
DSP	The DSP gene provides instructions for making a protein called desmoplakin. This protein is found primarily in cells of the heart and skin, where it is a major component of specialized structures called desmosomes. These structures help hold neighboring cells together, which provides strength and stability to tissues. Desmosomes may also be involved in other critical cell functions, including chemical signaling pathways, the process by which cells mature to perform specific functions (differentiation), and the self-destruction of cells (apoptosis).<> <>	DSP基因提供制造称为desmoplakin的蛋白质的模板。这种蛋白质主要存在于心脏和皮肤的细胞中，它是称为桥粒的特殊结构的主要成分。这些结构有助于将相邻的细胞保持在一起，从而为组织提供强度和稳定性桥粒也可以涉及其他关键的细胞功能，包括化学信号传导途径，细胞成熟以执行特定功能（分化）的过程以及细胞的自我破坏（凋亡）。	1
DSG2	From NCBI Gene:This gene encodes a member of the desmoglein family and cadherin cell adhesion molecule superfamily of proteins. Desmogleins are calcium-binding transmembrane glycoprotein components of desmosomes, cell-cell junctions between epithelial, myocardial, and other cell types. The encoded preproprotein is proteolytically processed to generate the mature glycoprotein. This gene is present in a gene cluster with other desmoglein gene family members on chromosome 18. Mutations in this gene have been associated with arrhythmogenic right ventricular dysplasia, familial, 10. [provided by RefSeq, Jan 2016]From UniProt:Component of intercellular desmosome junctions. Involved in the interaction of plaque proteins and intermediate filaments mediating cell-cell adhesion.<> <>	来自NCBI基因：该基因编码桥粒核心家族家族和钙粘蛋白细胞粘附分子蛋白超家族成员。桥粒核心蛋白是桥粒的钙结合跨膜糖蛋白组分，上皮细胞，心肌细胞和其他细胞类型之间的细胞 - 细胞连接。编码的前原蛋白经蛋白水解处理以产生成熟的糖蛋白。该基因与第18号染色体上的其他桥粒核心蛋白基因家族成员存在基因簇中。该基因的突变与致心律失常性右心室发育不良有关，家族性，10. [由RefSeq，2016年1月提供] From UniProt：Intercellular desmosome路口。参与斑块蛋白和介导细胞间粘附的中间丝的相互作用。<> <>	0
DSC2	The DSC2 gene provides instructions for making a protein called desmocollin-2. This protein is found in many tissues, although it appears to be particularly important in the heart muscle and skin. Desmocollin-2 is a major component of specialized structures called desmosomes. These structures help hold neighboring cells together, which provides strength and stability to tissues. Desmosomes may also be involved in other critical cell functions, including chemical signaling pathways, the process by which cells mature to perform specific functions (differentiation), and the self-destruction of cells (apoptosis).<> <>	DSC2基因提供了制造称为桥粒胶蛋白2的蛋白质的说明。这种蛋白质在许多组织中都有发现，尽管它在心肌和皮肤中似乎特别重要。桥粒胶蛋白-2是称为桥粒的特殊结构的主要组分。这些结构有助于将相邻的细胞保持在一起，从而为组织提供强度和稳定性桥粒也可以涉及其他关键的细胞功能，包括化学信号传导途径，细胞成熟以执行特定功能（分化）的过程以及细胞的自我破坏（凋亡）。<> <>	0
DNAJC3	From NCBI Gene:This gene encodes a protein with multiple tetratricopeptide repeat (TPR) motifs as well as the highly conserved J domain found in DNAJ chaperone family members. It is a member of the tetratricopeptide repeat family of proteins and acts as an inhibitor of the interferon-induced, dsRNA-activated protein kinase (PKR). [provided by RefSeq, Jul 2010]From UniProt:Involved in the unfolded protein response (UPR) during endoplasmic reticulum (ER) stress. Acts as a negative regulator of the EIF2AK4/GCN2 kinase activity by preventing the phosphorylation of eIF-2-alpha at 'Ser-52' and hence attenuating general protein synthesis under ER stress, hypothermic and amino acid starving stress conditions (By similarity). Co-chaperone of HSPA8/HSC70, it stimulates its ATPase activity. May inhibit both the autophosphorylation of EIF2AK2/PKR and the ability of EIF2AK2 to catalyze phosphorylation of the EIF2A. May inhibit EIF2AK3/PERK activity.<> <>	来自NCBI基因：该基因编码具有多个四聚体肽重复（TPR）基序的蛋白质以及在DNAJ伴侣蛋白家族成员中发现的高度保守的J结构域。它是tetratricopeptide重复蛋白质家族的成员，并作为干扰素诱导的dsRNA激活的蛋白激酶（PKR）的抑制剂。 [由RefSeq提供，2010年7月]来自UniProt：涉及内质网（ER）应激过程中的未折叠蛋白应答（UPR）。作为EIF2AK4 / GCN2激酶活性的负调节物，通过阻止'Ser-52'上的eIF-2-α的磷酸化并因此减弱ER应激，低温和氨基酸饥饿胁迫条件下的一般蛋白质合成（通过相似性）。 HSPA8 / HSC70的辅助伴侣，刺激其ATPase活性。可抑制EIF2AK2 / PKR的自磷酸化和EIF2AK2催化EIF2A磷酸化的能力。可能会抑制EIF2AK3 / PERK活性。<> <>	0
DMD	DMD, the largest known human gene, provides instructions for making a protein called dystrophin. This protein is located primarily in muscles used for movement (skeletal muscles) and in heart (cardiac) muscle. Small amounts of dystrophin are present in nerve cells in the brain.In skeletal and cardiac muscles, dystrophin is part of a group of proteins (a protein complex) that work together to strengthen muscle fibers and protect them from injury as muscles contract and relax. The dystrophin complex acts as an anchor, connecting each muscle cell's structural framework (cytoskeleton) with the lattice of proteins and other molecules outside the cell (extracellular matrix). The dystrophin complex may also play a role in cell signaling by interacting with proteins that send and receive chemical signals.Little is known about the function of dystrophin in nerve cells. Research suggests that the protein is important for the normal structure and function of synapses, which are specialized connections between nerve cells where cell-to-cell communication occurs.<> <>	DMD是已知最大的人类基因，提供制造肌萎缩蛋白的模板。这种蛋白质主要位于骨骼肌和心肌。大脑中的神经细胞中存在少量肌萎缩蛋白。在肌肉中，肌萎缩蛋白是一组蛋白质复合体的一部分，它们协同作用以加强肌肉纤维并在肌肉收缩和放松时保护它们免受伤害。肌萎缩蛋白复合体充当锚点，将每个肌肉细胞的细胞骨架与细胞外基质的晶格连接起来。通过与发送和接收化学信号的蛋白质相互作用，肌萎缩蛋白复合体也可以在细胞信号传导中起作用。	1
DES	The DES gene provides instructions for making a protein called desmin. Desmin is found in heart (cardiac) muscle and muscles used for movement (skeletal muscle). Within muscle fibers, desmin proteins are important to help maintain the structure of sarcomeres, which are necessary for muscles to tense (contract). The desmin proteins surround rod-like structures called Z-discs that are located within the sarcomere. Desmin connects the Z-discs to one another, linking neighboring sarcomeres and forming myofibrils, the basic unit of muscle fibers. The connection of sarcomeres to each other to form myofibrils is essential for maintaining muscle fiber strength during repeated cycles of contraction and relaxation.<> <>	DES基因提供了制造称为结蛋白（desmin）的蛋白质的模板。 Desmin存在于心肌和骨骼肌中。在肌纤维内，desmin蛋白质对于帮助维持肌节收缩所必需的结构非常重要。结蛋白包围位于肌小节内的称为Z-盘的棒状结构。 Desmin将Z-盘相互连接起来，连接相邻的肌节并形成肌原纤维（肌纤维的基本单位）。肌节相互连接形成肌原纤维对于在重复的收缩和松弛循环过程中保持肌肉纤维强度是必不可少的。	1
CYP27A1	The CYP27A1 gene is a member of the cytochrome P450 gene family.  Enzymes produced from the cytochrome P450 genes are involved in the formation and breakdown of various molecules and chemicals within cells.  The CYP27A1 gene provides instructions for producing an enzyme called sterol 27-hydroxylase.  This enzyme is located in the energy-producing centers of cells (mitochondria), where it is involved in the pathway that breaks down cholesterol to form acids used to digest fats (bile acids).  Specifically, sterol 27-hydroxylase breaks down cholesterol to form a bile acid called chenodeoxycholic acid.  The formation of bile acids from cholesterol is the body's main pathway for cholesterol removal.  Sterol 27-hydroxylase plays a key role in maintaining normal cholesterol levels in the body.<> <>	CYP27A1基因是细胞色素P450基因家族的成员。由细胞色素P450基因产生的酶参与细胞内各种分子和化学物质的形成和分解。 CYP27A1基因提供了产生称为甾醇27-羟化酶的酶的说明。这种酶位于细胞（线粒体）的能量产生中心，在那里它参与分解胆固醇以形成用于消化脂肪（胆汁酸）的酸的途径。具体而言，甾醇27-羟化酶分解胆固醇以形成称为鹅去氧胆酸的胆汁酸。胆固醇形成胆汁酸是人体去除胆固醇的主要途径。甾醇27-羟化酶在维持体内正常胆固醇水平中起关键作用	0
CYP21A2	The CYP21A2 gene provides instructions for making an enzyme called 21-hydroxylase, which is part of the cytochrome P450 family of enzymes. Cytochrome P450 enzymes are involved in many processes in the body, such as assisting with reactions that break down drugs and helping to produce cholesterol, certain hormones, and fats (lipids).The 21-hydroxylase enzyme is found in the adrenal glands, which are located on top of the kidneys and produce a variety of hormones that regulate many essential functions in the body.  21-hydroxylase plays a role in producing hormones called cortisol and aldosterone.  Cortisol helps maintain blood sugar levels, protects the body from stress, and suppresses inflammation. Aldosterone is sometimes called the salt-retaining hormone because it regulates the amount of salt retained by the kidneys. The retention of salt affects fluid levels in the body and blood pressure.<> <>	CYP21A2基因提供了制造称为21-羟化酶的酶的说明，其是细胞色素P450家族酶的一部分。细胞色素P450酶参与机体的许多过程，例如协助分解药物和帮助产生胆固醇，某些激素和脂肪（脂质）的反应。21-羟化酶在肾上腺中被发现，它们是位于肾脏的顶部，并产生各种激素，调节身体的许多基本功能。 21-羟化酶在产生称为皮质醇和醛固酮的激素中起作用。皮质醇有助于维持血糖水平，保护身体免受压力，并抑制炎症。醛固酮有时被称为盐分保留激素，因为它调节肾脏保留的盐量。盐的滞留影响体内液体水平和血压。“>”>	0
CYP17A1	The CYP17A1 gene provides instructions for making a member of the cytochrome P450 enzyme family. Like other cytochrome P450 enzymes, CYP17A1 is involved in the formation (synthesis) of steroid hormones. This group of hormones includes sex hormones such as testosterone and estrogen, which are needed for normal sexual development and reproduction; mineralocorticoids, which help regulate the body's salt and water balance; and glucocorticoids, which are involved in maintaining blood sugar levels and regulating the body's response to stress.Steroid hormones are synthesized through a series of chemical reactions. The CYP17A1 enzyme performs two important reactions in this process. The enzyme has 17 alpha(α)-hydroxylase activity, converting pregnenalone  to 17-hydroxypregnenolone and progesterone to 17-hydroxyprogesterone. These hormone precursors are further processed to produce glucocorticoids and sex hormones. CYP17A1 also has 17,20-lyase activity, which converts 17-hydroxypregnenolone to dehydroepiandrosterone (DHEA). This reaction is integral to the production of sex hormones.<> <>	CYP17A1基因提供了制造细胞色素P450酶家族成员的说明。像其他细胞色素P450酶一样，CYP17A1参与类固醇激素的形成（合成）。这组激素包括睾酮和雌激素等性激素，正常性发育和生殖所需要的;盐皮质激素，帮助调节人体的盐和水平衡;和糖皮质激素，它们参与维持血糖水平和调节机体对压力的反应。类固醇激素通过一系列化学反应合成。 CYP17A1酶在这个过程中执行两个重要的反应。该酶具有17α（α） - 羟化酶活性，将孕烯酮转化为17-羟孕烯醇酮和孕酮转化为17-羟孕酮。这些激素前体进一步加工产生糖皮质激素和性激素。 CYP17A1还具有17,20-裂合酶活性，其将17-羟基孕烯醇酮转化为脱氢表雄酮（DHEA）。这种反应对于性激素的产生是不可或缺的。<> <>	0
CYP11B2	The CYP11B2 gene provides instructions for making an enzyme called aldosterone synthase (previously known as corticosterone methyloxidase). This enzyme is found in the adrenal glands, which are located on top of the kidneys. Aldosterone synthase is a member of the cytochrome P450 family of enzymes. These enzymes are involved in the formation and breakdown of various molecules within cells.Aldosterone synthase helps produce a hormone called aldosterone. Aldosterone helps control blood pressure by maintaining proper salt and fluid levels in the body. The aldosterone synthase enzyme is involved in a series of three chemical reactions that produce aldosterone from other (precursor) molecules: the conversion of 11-deoxycorticosterone to corticosterone, the conversion of corticosterone to 18-hydroxycorticosterone, and the conversion of 18-hydroxycorticosterone to aldosterone.<> <>	CYP11B2基因提供了制造称为醛固酮合酶（以前称为皮质酮甲基氧化酶）的酶的说明。这种酶被发现在位于肾脏顶部的肾上腺。醛固酮合酶是细胞色素P450家族酶的成员。这些酶参与细胞内各种分子的形成和分解。醛固酮合成酶有助于产生称为醛固酮的激素。醛固酮通过保持体内适当的盐和液体水平来帮助控制血压。醛固酮合酶参与一系列三种化学反应，从其他（前体）分子产生醛固酮：将11-脱氧皮质酮转化成皮质酮，将皮质酮转化为18-羟皮质酮，并将18-羟皮质酮转化为醛固酮。<> <>	0
CYP11B1	The CYP11B1 gene provides instructions for making an enzyme called 11-beta-hydroxylase. This enzyme is found in the adrenal glands, which are located on top of the kidneys. The 11-beta-hydroxylase enzyme is a member of the cytochrome P450 family of enzymes. These enzymes are involved in the formation and breakdown of various molecules within cells.The 11-beta-hydroxylase enzyme helps produce hormones called cortisol and corticosterone. Specifically, the enzyme helps convert a molecule called 11-deoxycortisol to cortisol, and helps convert another molecule called 11-deoxycorticosterone to corticosterone. These processes are triggered by the release of a hormone called adrenocorticotropic hormone (ACTH) by the pituitary gland, located at the base of the brain.Cortisol helps maintain blood sugar levels, protects the body from physical stress, and suppresses inflammation. Corticosterone is converted to the hormone aldosterone by the aldosterone synthase enzyme, which is produced from the nearby CYP11B2 gene. Aldosterone helps control blood pressure by maintaining proper salt and fluid levels in the body.<> <>	CYP11B1基因提供了制造称为11-β-羟化酶的酶的说明。这种酶被发现在位于肾脏顶部的肾上腺。 11-β-羟化酶是细胞色素P450家族酶的成员。这些酶参与细胞内各种分子的形成和分解。11-β-羟化酶有助于产生称为皮质醇和皮质酮的激素。具体而言，该酶有助于将称为11-脱氧皮质醇的分子转化为皮质醇，并帮助将另一种称为11-脱氧皮质酮的分子转化为皮质酮。这些过程是由位于大脑底部的脑垂体释放一种叫做促肾上腺皮质激素（ACTH）的激素引起的。皮质醇有助于维持血糖水平，保护身体免受身体压力，并抑制炎症。皮质酮通过由附近CYP11B2基因产生的醛固酮合成酶转化为激素醛固酮。醛固酮通过保持体内适当的盐和液体水平来帮助控制血压。<> <>	0
CUL3	The CUL3 gene provides instructions for making a protein called cullin-3. This protein plays a role in the cell machinery that breaks down (degrades) unwanted proteins, called the ubiquitin-proteasome system.Cullin-3 is a core piece of a complex known as an E3 ubiquitin ligase. E3 ubiquitin ligases function as part of the ubiquitin-proteasome system by tagging damaged and excess proteins with molecules called ubiquitin. Ubiquitin serves as a signal to specialized cell structures known as proteasomes, which attach (bind) to the tagged proteins and degrade them. The ubiquitin-proteasome system acts as the cell's quality control system by disposing of damaged, misshapen, and excess proteins. This system also regulates the level of proteins involved in several critical cell activities such as the timing of cell division and growth.E3 ubiquitin ligases containing the cullin-3 protein tag proteins called WNK1 and WNK4 with ubiquitin. These proteins are involved in controlling blood pressure in the body. By regulating the amount of WNK1 and WNK4 available, cullin-3 plays a role in blood pressure control.<> <>	CUL3基因提供了制作蛋白质cullin-3的说明。这种蛋白质在分解（降解）不需要的蛋白质的细胞机制中发挥作用，称为泛素 - 蛋白酶体系统.Cullin-3是被称为E3泛素连接酶的复合物的核心片段。 E3泛素连接酶通过用被称为遍在蛋白的分子标记受损和过量的蛋白质而作为泛素 - 蛋白酶体系统的一部分起作用。泛素作为信号传递给专门的细胞结构，称为蛋白酶体，它与标记的蛋白质连接（结合）并降解它们。泛素 - 蛋白酶体系统通过处理受损，畸形和过量蛋白质，起细胞质量控制系统的作用。该系统还调节涉及几种关键细胞活性的蛋白质水平，例如细胞分裂和生长的时间。包含cullin-3蛋白标签蛋白的E3泛素连接酶称为WNK1和WNK4与泛素。这些蛋白质参与控制人体内的血压。通过调节可用的WNK1和WNK4的量，cullin-3在血压控制中起作用。<> <>	0
CTNNA3	From NCBI Gene:This gene encodes a protein that belongs to the vinculin/alpha-catenin family. The encoded protein plays a role in cell-cell adhesion in muscle cells. Mutations in this gene are associated with arrhythmogenic right ventricular dysplasia, familial 13. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2014]From UniProt:May be involved in formation of stretch-resistant cell-cell adhesion complexes.<> <>	该基因编码的蛋白属于纽蛋白/α-连环蛋白家族。该蛋白质在肌细胞中的细胞-细胞粘附中起作用。该基因突变与致心律失常性右心室发育不良13型相关。选择性剪接导致多种转录本变异。	0
CTLA4	From NCBI Gene:This gene is a member of the immunoglobulin superfamily and encodes a protein which transmits an inhibitory signal to T cells. The protein contains a V domain, a transmembrane domain, and a cytoplasmic tail. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. The membrane-bound isoform functions as a homodimer interconnected by a disulfide bond, while the soluble isoform functions as a monomer. Mutations in this gene have been associated with insulin-dependent diabetes mellitus, Graves disease, Hashimoto thyroiditis, celiac disease, systemic lupus erythematosus, thyroid-associated orbitopathy, and other autoimmune diseases. [provided by RefSeq, Jul 2008]From UniProt:Inhibitory receptor acting as a major negative regulator of T-cell responses. The affinity of CTLA4 for its natural B7 family ligands, CD80 and CD86, is considerably stronger than the affinity of their cognate stimulatory coreceptor CD28.<> <>	来自NCBI基因：该基因是免疫球蛋白超家族的成员，并编码向T细胞传递抑制信号的蛋白质。该蛋白含有V结构域，跨膜结构域和细胞质尾部。已经表征了编码不同同种型的备选转录剪接变体。膜结合同种型作为通过二硫键相互连接的同型二聚体起作用，而可溶性同种型作为单体起作用。该基因的突变与胰岛素依赖性糖尿病，格雷夫斯病，桥本甲状腺炎，乳糜泻，系统性红斑狼疮，甲状腺相关眼病和其他自身免疫性疾病有关。 [由RefSeq，2008年7月提供]来自UniProt：作为T细胞应答的主要负调节剂的抑制性受体。 CTLA4对其天然B7家族配体CD80和CD86的亲和力比其同源刺激性共同受体CD28的亲和力强得多。<> <>	0
CSRP3	From NCBI Gene:This gene encodes a member of the CSRP family of LIM domain proteins, which may be involved in regulatory processes important for development and cellular differentiation. The LIM/double zinc-finger motif found in this protein is found in a group of proteins with critical functions in gene regulation, cell growth, and somatic differentiation. Mutations in this gene are thought to cause heritable forms of hypertrophic cardiomyopathy (HCM) and dilated cardiomyopathy (DCM) in humans. Alternatively spliced transcript variants with different 5' UTR, but encoding the same protein, have been found for this gene. [provided by RefSeq, Jul 2008]From UniProt:Positive regulator of myogenesis. Acts as cofactor for myogenic bHLH transcription factors such as MYOD1, and probably MYOG and MYF6. Enhances the DNA-binding activity of the MYOD1:TCF3 isoform E47 complex and may promote formation of a functional MYOD1:TCF3 isoform E47:MEF2A complex involved in myogenesis (By similarity). Plays a crucial and specific role in the organization of cytosolic structures in cardiomyocytes. Could play a role in mechanical stretch sensing. May be a scaffold protein that promotes the assembly of interacting proteins at Z-line structures. It is essential for calcineurin anchorage to the Z line. Required for stress-induced calcineurin-NFAT activation (By similarity). The role in regulation of cytoskeleton dynamics by association with CFL2 is reported conflictingly: Shown to enhance CFL2-mediated F-actin depolymerization dependent on the CSRP3:CFL2 molecular ratio, and also shown to reduce the ability of CLF1 and CFL2 to enhance actin depolymerization (PubMed:19752190, PubMed:24934443). Proposed to contribute to the maintenance of muscle cell integerity through an actin-based mechanism. Can directly bind to actin filaments, cross-link actin filaments into bundles without polarity selectivity and protect them from dilution- and cofilin-mediated depolymerization; the function seems to involve its self-association (PubMed:24934443). In vitro can inhibit PKC/PRKCA activity (PubMed:27353086). Proposed to be involved in cardiac stress signaling by down-regulating excessive PKC/PRKCA signaling.Isoform 2: May play a role in early sarcomere organization. Overexpression in myotubes negatively regulates myotube differentiation. By association with isoform 1 and thus changing the CSRP3 isoform 1:CFL2 stoichiometry is proposed to down-regulate CFL2-mediated F-actin depolymerization.<> <>	来自NCBI基因：该基因编码LIM结构域蛋白的CSRP家族的成员，其可能参与对于发育和细胞分化重要的调节过程。在这种蛋白质中发现的LIM /双锌指基序存在于一组具有基因调控，细胞生长和体细胞分化中的关键功能的蛋白质中。认为该基因中的突变导致人类可遗传的肥厚型心肌病（HCM）和扩张型心肌病（DCM）。已经发现具有不同5'UTR但编码相同蛋白质的剪接转录物变体用于该基因。 [由RefSeq提供，2008年7月]来自UniProt：肌肉发生的正调控因子。充当肌源性bHLH转录因子如MYOD1的辅助因子，可能是MYOG和MYF6。增强MYOD1：TCF3亚型E47复合物的DNA结合活性，并可能促进参与肌生成的功能性MYOD1：TCF3亚型E47：MEF2A复合物的形成（通过相似性）。在组织心肌细胞中的胞质结构中发挥重要和特定的作用。可以在机械拉伸感测中发挥作用。可能是一种支架蛋白，促进Z线结构中相互作用蛋白的组装。钙调磷酸酶锚定在Z线上是必不可少的。对应激诱导的钙调磷酸酶-NFAT活化所需（通过相似性）。通过与CFL2相关的调节细胞骨架动力学的作用有矛盾地报道：显示出增强依赖于CSRP3：CFL2分子比的CFL2介导的F-肌动蛋白解聚，并且还显示出降低CLF1和CFL2增强肌动蛋白解聚的能力（ PubMed：19752190，PubMed：24934443）。建议通过基于肌动蛋白的机制来维持肌肉细胞的整体性。可以直接结合肌动蛋白丝，交联肌动蛋白丝成束没有极性选择性，并保护他们免受稀释和cofilin介导的解聚;该功能似乎涉及其自我关联（PubMed：24934443）。体外可抑制PKC / PRKCA活性（PubMed：27353086）。建议通过下调过度的PKC / PRKCA信号参与心脏压力信号传导。Isoform 2：可能在早期肌节组织中发挥作用。肌管中的过度表达负调节肌管分化。通过与亚型1缔合并由此改变CSRP3同种型1：CFL2化学计量来提出下调CFL2介导的F-肌动蛋白解聚。<> <>	0
CPS1	The CPS1 gene provides instructions for making the enzyme carbamoyl phosphate synthetase I. This enzyme participates in the urea cycle, a series of reactions that occurs in liver cells. The urea cycle processes excess nitrogen, generated when protein is used by the body, into a compound called urea that is excreted by the kidneys. Excreting the excess nitrogen prevents it from accumulating in the form of ammonia, which is toxic.The specific role of carbamoyl phosphate synthetase I is to control the first step of the urea cycle, a reaction in which excess nitrogen compounds are incorporated into the cycle to be processed.<> <>	CPS1基因提供了制备氨甲酰磷酸合成酶I的说明。该酶参与尿素循环，这是一系列在肝细胞中发生的反应。尿素循环将体内使用蛋白质时产生的过量氮转化为由肾脏排出的称为尿素的化合物。排出过量的氮可防止其以有毒的氨的形式积累。氨甲酰磷酸合成酶I的特定作用是控制尿素循环的第一步，在该循环中过量的氮化合物被并入循环至被处理。<> <>	0
CRYAB	From NCBI Gene:Mammalian lens crystallins are divided into alpha, beta, and gamma families. Alpha crystallins are composed of two gene products: alpha-A and alpha-B, for acidic and basic, respectively. Alpha crystallins can be induced by heat shock and are members of the small heat shock protein (HSP20) family. They act as molecular chaperones although they do not renature proteins and release them in the fashion of a true chaperone; instead they hold them in large soluble aggregates. Post-translational modifications decrease the ability to chaperone. These heterogeneous aggregates consist of 30-40 subunits; the alpha-A and alpha-B subunits have a 3:1 ratio, respectively. Two additional functions of alpha crystallins are an autokinase activity and participation in the intracellular architecture. The encoded protein has been identified as a moonlighting protein based on its ability to perform mechanistically distinct functions. Alpha-A and alpha-B gene products are differentially expressed; alpha-A is preferentially restricted to the lens and alpha-B is expressed widely in many tissues and organs. Elevated expression of alpha-B crystallin occurs in many neurological diseases; a missense mutation cosegregated in a family with a desmin-related myopathy. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]From UniProt:May contribute to the transparency and refractive index of the lens. Has chaperone-like activity, preventing aggregation of various proteins under a wide range of stress conditions.<> <>	来自NCBI基因：哺乳动物晶状体晶状体分为α，β和γ家族。 α-晶体蛋白由两种基因产物组成：分别为酸性和碱性的α-A和α-B。 α-晶体蛋白可以通过热休克诱导并且是小热休克蛋白（HSP20）家族的成员。它们作为分子伴侣，虽然它们不会复制蛋白质并以真正的伴侣的方式释放它们;相反，他们把它们放在大量可溶性聚集体中。翻译后修饰降低伴侣蛋白的能力。这些非均质聚集体由30-40个亚基组成; α-A和α-B亚基分别具有3：1的比例。 α晶体蛋白的另外两个功能是自激酶活性和参与细胞内结构。编码的蛋白质已经被鉴定为基于其执行机制不同功能的能力的月光蛋白质。 α-A和α-B基因产物是差异表达的; α-A优先限制于晶状体，并且α-B在许多组织和器官中广泛表达。在许多神经疾病中发生α-B晶体蛋白的升高表达;在与desmin相关的肌病家族中共同错义突变。选择性剪接产生多种转录本变体。 [由RefSeq，2014年1月提供]来自UniProt：可能有助于透镜的透明度和折射率。具有分子伴侣样活性，可以在各种压力条件下防止各种蛋白质的聚集。<> <>	0
